 ga solution min 1.9600000000e+02 max 2.0400000000e+02  fvalue min 9.3289042698e-04  time 7.557675e+03 function evals 1479449
 ga solution min 1.9600001712e+02 max 2.0399998876e+02  fvalue max 1.0814679298e-03  time 7.611905e+03 function evals 1381219

Nodal information - optimization model
Node   X      Y     Restraints       Fx          Fy           U-x    U-y
82    4.0    5.3    1    1           0.0          0.0           0.0010100686      -4.8610999e-06
83    5.0    5.3    1    1           0.0          0.0           0.00099167165      -4.2351469e-05
84    6.0    5.3    1    1           0.0          0.0           0.00097889307      -7.2945714e-05
85    7.0    5.3    1    1           0.0          0.0           0.00097120341      -0.00010063845
86    8.0    5.3    1    1           0.0          0.0           0.00096782833      -0.00012934264
87    9.0    5.3    1    1           0.0          0.0           0.00096793203      -0.00016268164
88   10.0    5.3    1    1           0.0          0.0           0.0009703519      -0.00020449904
89    0.0    6.0    1    1          10.0          0.0           0.0011791852      0.00025588907
90    1.0    6.0    1    1           0.0          0.0           0.0011486719      0.00018394263
91    2.0    6.0    1    1           0.0          0.0           0.0011185811      0.00011678175
92    3.0    6.0    1    1           0.0          0.0           0.0010896387      5.770022e-05
93    4.0    6.0    1    1           0.0          0.0           0.001064176      7.7562668e-06
94    5.0    6.0    1    1           0.0          0.0           0.0010433504      -3.3517132e-05
95    6.0    6.0    1    1           0.0          0.0           0.0010277429      -6.8370767e-05
96    7.0    6.0    1    1           0.0          0.0           0.0010172455      -9.9919513e-05
97    8.0    6.0    1    1           0.0          0.0           0.0010113445      -0.0001320085
98    9.0    6.0    1    1           0.0          0.0           0.0010093163      -0.00016804571
99   10.0    6.0    1    1           0.0          0.0           0.001009878      -0.00021070649
100    0.0    6.8    1    1          10.0          0.0           0.0012326134      0.00026512571
101    1.0    6.8    1    1           0.0          0.0           0.0012027963      0.00019567863
102    2.0    6.8    1    1           0.0          0.0           0.0011707153      0.00013047598
103    3.0    6.8    1    1           0.0          0.0           0.0011401655      7.0747569e-05
104    4.0    6.8    1    1           0.0          0.0           0.0011126414      1.9068467e-05
105    5.0    6.8    1    1           0.0          0.0           0.0010894917      -2.4879671e-05
106    6.0    6.8    1    1           0.0          0.0           0.0010714516      -6.2696966e-05
107    7.0    6.8    1    1           0.0          0.0           0.0010587646      -9.7230135e-05
108    8.0    6.8    1    1           0.0          0.0           0.0010511311      -0.00013198206
109    9.0    6.8    1    1           0.0          0.0           0.0010476624      -0.00017001593
110   10.0    6.8    1    1           0.0          0.0           0.001047003      -0.00021304445
111    0.0    7.5    1    1          10.0          0.0           0.0012913376      0.00027376
112    1.0    7.5    1    1           0.0          0.0           0.0012546168      0.00020893304
113    2.0    7.5    1    1           0.0          0.0           0.0012199113      0.00014370046
114    3.0    7.5    1    1           0.0          0.0           0.0011863229      8.3441113e-05
115    4.0    7.5    1    1           0.0          0.0           0.0011551603      3.0378752e-05
116    5.0    7.5    1    1           0.0          0.0           0.0011284564      -1.5670906e-05
117    6.0    7.5    1    1           0.0          0.0           0.0011076382      -5.5976406e-05
118    7.0    7.5    1    1           0.0          0.0           0.0010933518      -9.317633e-05
119    8.0    7.5    1    1           0.0          0.0           0.0010852898      -0.00013023026
120    9.0    7.5    1    1           0.0          0.0           0.0010820885      -0.00016994122
121   10.0    7.5    1    1           0.0          0.0           0.0010814679      -0.00021340779
