 particle swarm solution min 1.9600000000e+02 max 2.0600000000e+02  fvalue min 4.5591390673e-03  time 2.718074e+00 function evals 8800
 particle swarm solution min 1.9400000000e+02 max 2.0400000000e+02  fvalue min 5.3498409182e-03  time 1.720822e+00 function evals 5900

Nodal information - optimization model
Node   X      Y     Restraints       Fx          Fy           U-x    U-y
 1    0.0    0.0    0    0           0.0          0.0                    0               0
 2    1.0    0.0    1    0           0.0          0.0           0.0001177848               0
 3    0.0    0.8    1    1          10.0          0.0           0.00062576583      0.00037057679
 4    1.0    0.8    1    1           0.0          0.0           0.00059096257      -0.00039023032
 5    0.0    1.5    1    1          10.0          0.0           0.0015785759      0.00061950114
 6    1.0    1.5    1    1           0.0          0.0           0.0015672212      -0.00062822252
 7    0.0    2.3    1    1          10.0          0.0           0.0027773232      0.00075954878
 8    1.0    2.3    1    1           0.0          0.0           0.0027624802      -0.00076206544
 9    0.0    3.0    1    1          10.0          0.0           0.0040694631      0.00082383716
10    1.0    3.0    1    1           0.0          0.0           0.0040553939      -0.0008195062
11    0.0    3.8    1    1          10.0          0.0           0.0053692064      0.00084293173
12    1.0    3.8    1    1           0.0          0.0           0.0053498409      -0.00083084391
